"","retailer_name","minor_involved","sale_to_minor","product_type","brand","flavor","inspection_date","decision_date","inspection_result","link","charges","address","newdate","year"
"1113","H AND A WASHINGTON DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"Not yet available","06/07/2016","Civil Money Penalty not available",NA,"Not yet available","2351 WASHINGTON AVENUE, BRONX, NY, 10458",2016-06-07,"2016"
"1114","NASH II","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","06/07/2016","Civil Money Penalty not available",NA,"Not yet available","2690 UNIVERSITY AVENUE, BRONX, NY, 10468",2016-06-07,"2016"
"1115","FAMILY DELI AND GRILL","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","06/06/2016","Civil Money Penalty not available",NA,"Not yet available","19837 JAMAICA AVENUE B, HOLLIS, NY, 11423",2016-06-06,"2016"
"1116","AB EDGECOMBE DELI","Yes","Yes","Cigarettes in a package","Marlboro",NA,"Not yet available","05/27/2016","Civil Money Penalty not available",NA,"Not yet available","128 EDGECOMBE AVENUE, NEW YORK, NY, 10030",2016-05-27,"2016"
"1117","VICTORY BAGELS DELI AND GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","05/27/2016","Civil Money Penalty not available",NA,"Not yet available","1888 VICTORY BOULEVARD, STATEN ISLAND, NY, 10314",2016-05-27,"2016"
"1118","99 CENTS DISCOUNT STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"05/22/2016","05/26/2016","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","632 CENTRAL AVENUE, ALBANY, NY, 12206",2016-05-26,"2016"
"1119","GULF EXPRESS","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","05/24/2016","Civil Money Penalty not available",NA,"Not yet available","635 MAIN STREET, NEW ROCHELLE, NY, 10801",2016-05-24,"2016"
"1120","FOURTH AVENUE EXPRESS GROCERY AND DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","05/16/2016","Civil Money Penalty not available",NA,"Not yet available","9512 4TH AVENUE, BROOKLYN, NY, 11209",2016-05-16,"2016"
"1121","CHIN'S MINI MART","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","05/16/2016","Civil Money Penalty not available",NA,"Not yet available","8306 17TH AVENUE, BROOKLYN, NY, 11214",2016-05-16,"2016"
"1122","MIKE HAJOVSKY NEWSSTAND","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","05/02/2016","Civil Money Penalty not available",NA,"Not yet available","1553A BROADWAY AT 46TH STREET, NEW YORK, NY, 10036",2016-05-02,"2016"
"1123","WESTERS COUNTRY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","04/20/2016","Civil Money Penalty not available",NA,"Not yet available","6153 SOUTH LIVONIA ROAD, CONESUS, NY, 14435",2016-04-20,"2016"
"1124","AMSTERDAM STOP ONE DELI","Yes","Yes","Cigarettes in a package","Marlboro",NA,"Not yet available","04/14/2016","Civil Money Penalty not available",NA,"Not yet available","1437 AMSTERDAM AVENUE, NEW YORK, NY, 10027",2016-04-14,"2016"
"1125","RED LABEL/GROCERY & GIFT SHOP","Yes","Yes","Cigarettes in a package","Newport",NA,"12/15/2015","03/17/2016","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","30 AVENUE O, BROOKLYN, NY, 11204",2016-03-17,"2016"
"1126","APOLLO DELI & FRUIT","Yes","Yes","Cigarettes in a package","Newport",NA,"11/09/2015","02/25/2016","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2350 8TH AVENUE, NEW YORK, NY, 10027",2016-02-25,"2016"
"1127","SUNOCO FOOD MART/205 SERVICE STATION INC.","Yes","Yes","Cigarettes in a package","Newport",NA,"12/06/2015","02/18/2016","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","205 JERICHO TURNPIKE, NEW HYDE PARK, NY, 11040",2016-02-18,"2016"
"1128","L&B GROCERIES","Yes","Yes","Cigarettes in a package","Newport",NA,"11/29/2015","02/18/2016","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","60 ROBIN STREET, ALBANY, NY, 12206",2016-02-18,"2016"
"1129","2278 DELI & GROCERY","Yes","Yes","Cigarettes in a package","Marlboro",NA,"12/08/2015","02/11/2016","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2278 7TH AVENUE, NEW YORK, NY, 10030",2016-02-11,"2016"
"1130","TOP QUALITY DISCOUNT","Yes","Yes","Cigarettes in a package","Newport",NA,"11/29/2015","02/11/2016","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","274 CENTRAL AVENUE, ALBANY, NY, 12206",2016-02-11,"2016"
"1131","FRESH DELI AND GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","02/05/2016","Civil Money Penalty not available",NA,"Not yet available","4203 HYLAN BOULEVARD, SUITE B, STATEN ISLAND, NY, 10308",2016-02-05,"2016"
"1132","NOW WE CHANGE DELI AND GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","02/03/2016","Civil Money Penalty not available",NA,"Not yet available","7202 5TH AVENUE, BROOKLYN, NY, 11209",2016-02-03,"2016"
"1133","BEST GOURMET DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","02/01/2016","Civil Money Penalty not available",NA,"Not yet available","896 AMSTERDAM AVENUE, NEW YORK, NY, 10025",2016-02-01,"2016"
"1134","HUDSON FLOWER SHOP","Yes","Yes","Cigarettes in a package","Newport",NA,"Not yet available","02/01/2016","Civil Money Penalty not available",NA,"Not yet available","501 HUDSON STREET, NEW YORK, NY, 10014",2016-02-01,"2016"
"1135","T. MCALLISTER NEWSSTAND","Yes","Yes","Cigarettes in a package","Marlboro",NA,"See Complaint","01/27/2016","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/8445/20181029160555/https://www.fda.gov/downloads/tobaccoproducts/guidancecomplianceregulatoryinformation/ucm564066.pdf"")","See Complaint","12008 QUEENS BOULEVARD, KEW GARDENS, NY, 11415",2016-01-27,"2016"
"1136","M AND M BAGELS AND DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","01/21/2016","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/8445/20181029160555/https://www.fda.gov/downloads/tobaccoproducts/guidancecomplianceregulatoryinformation/ucm555479.pdf"")","See Complaint","849 ANNADALE ROAD, STATEN ISLAND, NY, 10312",2016-01-21,"2016"
"1137","7 STARS TOBACCO SHOP","Yes","Yes","Cigar(s)","N/A",NA,"12/26/2015","01/14/2016","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2195 GRAND CONCOURSE, BRONX, NY, 10453",2016-01-14,"2016"
"1138","4 WAY DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","01/12/2016","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/8445/20181029160555/https://www.fda.gov/downloads/tobaccoproducts/guidancecomplianceregulatoryinformation/ucm555471.pdf"")","See Complaint","199 PORT RICHMOND AVENUE, STATEN ISLAND, NY, 10302",2016-01-12,"2016"
"1139","WELCOME DELI GROCERY CORP.","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","01/11/2016","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/8445/20181029160555/https://www.fda.gov/downloads/tobaccoproducts/guidancecomplianceregulatoryinformation/ucm555470.pdf"")","See Complaint","1616 CASTLETON AVENUE, STATEN ISLAND, NY, 10302",2016-01-11,"2016"
"1140","HONEY DEW MARKET","Yes","Yes","Cigarettes in a package","Marlboro",NA,"See Complaint","12/21/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM540159.pdf"")","See Complaint","1797 1ST AVENUE, NEW YORK, NY, 10128",2015-12-21,"2015"
"1141","1439 CANDY DELI GROCERY","Yes","Yes","Cigarettes in a package","Marlboro",NA,"11/01/2015","12/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1439 B WEBSTER AVENUE, BRONX, NY, 10456",2015-12-17,"2015"
"1142","VICTORY MART DELI & GROCERY","Yes","Yes","Cigarette tobacco","Other",NA,"12/06/2015","12/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","3785 VICTORY BOULEVARD, STATEN ISLAND, NY, 10314",2015-12-17,"2015"
"1143","SMOKE SHOP","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","12/16/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM525931.pdf"")","See Complaint","17-34 2ND AVENUE, NEW YORK, NY, 10128",2015-12-16,"2015"
"1144","RITE AID #03429","Yes","Yes","Cigarettes in a package","Newport",NA,"11/15/2015","12/10/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1540 GRAND CONCOURSE, BRONX, NY, 10457",2015-12-10,"2015"
"1145","ALL NIGHT LONG DELI & GROCERY.","Yes","Yes","Cigarette tobacco","Other",NA,"11/29/2015","12/10/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","508 MIDLAND AVENUE, STATEN ISLAND, NY, 10306",2015-12-10,"2015"
"1146","H&B GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"11/23/2015","12/10/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","6601 15TH AVENUE, BROOKLYN, NY, 11219",2015-12-10,"2015"
"1147","SAIF GROCERY & DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"11/23/2015","12/10/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1202 BAY RIDGE AVENUE, BROOKLYN, NY, 11219",2015-12-10,"2015"
"1148","SOUNDVIEW DISCOUNT MINI MALL","Yes","Yes","Cigarettes in a package","Marlboro",NA,"11/18/2015","12/10/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","220 SOUNDVIEW AVENUE, BRONX, NY, 10473",2015-12-10,"2015"
"1149","SUNOCO SNACK SHOP","Yes","Yes","Cigarettes in a package","Marlboro",NA,"10/22/2015","12/10/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1724 WEBSTER AVENUE, BRONX, NY, 10457",2015-12-10,"2015"
"1150","786 CANDY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","12/07/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM525932.pdf"")","See Complaint","141 EAST 96TH STREET, NEW YORK, NY, 10128",2015-12-07,"2015"
"1151","RITE AID #7910","Yes","Yes","Cigarettes in a package","Marlboro",NA,"11/18/2015","12/03/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","925 SOUNDVIEW AVENUE, BRONX, NY, 10473",2015-12-03,"2015"
"1152","AMEER FOOD GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"11/15/2015","12/03/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1964 GRAND CONCOURSE, BRONX, NY, 10457",2015-12-03,"2015"
"1153","CITGO FOOD MART","Yes","Yes","Cigarettes in a package","Marlboro",NA,"10/22/2015","12/03/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1805 WEBSTER AVENUE, BRONX, NY, 10457",2015-12-03,"2015"
"1154","3RD AVE 1 GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"11/14/2015","11/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","3782 3RD AVENUE, SUITE A, BRONX, NY, 10456",2015-11-24,"2015"
"1155","BROADWAY GROCERY MINI-MARKET DELI-GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/17/2015","11/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1254 BROADWAY, BROOKLYN, NY, 11221",2015-11-24,"2015"
"1156","RAY'S CANDY & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"11/15/2015","11/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","229 EAST 181ST STREET, BRONX, NY, 10457",2015-11-24,"2015"
"1157","LOS HERMANOS DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"11/14/2015","11/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","3321 THIRD AVENUE, BRONX, NY, 10456",2015-11-24,"2015"
"1158","GREEN EARTH GROCERY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"11/15/2015","11/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1420 GRAND CONCOURSE, BRONX, NY, 10456",2015-11-24,"2015"
"1159","JACY NEWS/NEWSSTAND","Yes","Yes","Cigarettes in a package","Newport",NA,"11/14/2015","11/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","S/E/C 2ND AVENUE & EAST 66TH STREET, NEW YORK, NY, 10065",2015-11-24,"2015"
"1160","OPTIMUM MINI MART","Yes","Yes","Cigarettes in a package","Newport",NA,"11/17/2015","11/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2130 VALENTINE AVENUE, BRONX, NY, 10457",2015-11-24,"2015"
"1161","360 VELOZ DELI GROCERY","Yes","Yes","Cigarette tobacco","Other",NA,"11/08/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","360 TARGEE ST, STATEN ISLAND, NY, 10304",2015-11-19,"2015"
"1162","5 - ELEVEN .","Yes","Yes","Cigarette tobacco","Other",NA,"11/07/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","220 PORT RICHMOND AV, STATEN ISLAND, NY, 10302",2015-11-19,"2015"
"1163","ASSARY GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"11/11/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","343 SAINT NICHOLAS AVENUE, NEW YORK, NY, 10027",2015-11-19,"2015"
"1164","ROSARIO BROTHERS DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/14/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1082 OLMSTEAD AVENUE, BRONX, NY, 10472",2015-11-19,"2015"
"1165","A&H CANDY STORE","Yes","Yes","Cigarettes in a package","Marlboro",NA,"10/06/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","215 WEST 231ST STREET, BRONX, NY, 10463",2015-11-19,"2015"
"1166","CROWN GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"11/11/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2215 ADAM CLAYTON POWELL JUNIOR BOULEVARD, NEW YORK, NY, 10027",2015-11-19,"2015"
"1167","WATSON DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/10/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1549 WATSON AVENUE, BRONX, NY, 10472",2015-11-19,"2015"
"1168","MORENITA DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/10/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1274 BRONX RIVER AVENUE, BRONX, NY, 10472",2015-11-19,"2015"
"1169","MILK-N-THINGS","Yes","Yes","Cigarette tobacco","Other",NA,"11/08/2015","11/19/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","183A MCCLEAN AVENUE, STATEN ISLAND, NY, 10305",2015-11-19,"2015"
"1170","ALPHA DELI AND GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","11/13/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM521850.pdf"")","See Complaint","1760 EAST 172ND STREET, BRONX, NY, 10472",2015-11-13,"2015"
"1171","DARIMAR DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","11/13/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM521848.pdf"")","See Complaint","1721 EAST 174TH STREET, BRONX, NY, 10472",2015-11-13,"2015"
"1172","ALBA'S DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","11/12/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM518412.pdf"")","See Complaint","119-20 METROPOLITAN AVENUE, KEW GARDENS, NY, 11415",2015-11-12,"2015"
"1173","EDEN DELI & BAGELS","Yes","Yes","Cigarette tobacco","Other",NA,"11/07/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","2894 RICHMOND TERRACE, STATEN ISLAND, NY, 10303",2015-11-12,"2015"
"1174","ROCCO'S BAKERY & DELI","Yes","Yes","Cigarettes in a package","Marlboro",NA,"11/03/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","117 BRIGHTON BEACH AVENUE, BROOKLYN, NY, 11235",2015-11-12,"2015"
"1175","JEYTEN FOOD CENTER","Yes","Yes","Cigarettes in a package","Newport",NA,"10/30/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","211 EAST TREMONT AVENUE, BRONX, NY, 10457",2015-11-12,"2015"
"1176","CHRISTOPHER MINI MARKET","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","11/12/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM521835.pdf"")","See Complaint","1539 WATSON AVENUE, BRONX, NY, 10472",2015-11-12,"2015"
"1177","GARDEN GOURMET DELI","Yes","Yes","Cigarettes in a package","Marlboro",NA,"11/01/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","627 EAST TREMONT AVENUE, BRONX, NY, 10457",2015-11-12,"2015"
"1178","ESQUINA DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"10/14/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","99 EAST 198TH STREET, BRONX, NY, 10468",2015-11-12,"2015"
"1179","KINGS DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/25/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1702 EAST 16TH STREET, BROOKLYN, NY, 11229",2015-11-12,"2015"
"1180","VARGAS DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/24/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","208 WEST 238TH STREET, BRONX, NY, 10463",2015-11-12,"2015"
"1181","TAIZ DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/14/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2654 VALENTINE AVENUE, BRONX, NY, 10458",2015-11-12,"2015"
"1182","QUICK STOP DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"11/01/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","685 EAST TREMONT AVENUE, BRONX, NY, 10457",2015-11-12,"2015"
"1183","GULF","Yes","Yes","Cigarettes in a package","Newport",NA,"10/25/2015","11/12/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","601 EAST FORDHAM ROAD, BRONX, NY, 10458",2015-11-12,"2015"
"1184","M AND E 19 INC","Yes","Yes","Cigarettes in a package","Newport",NA,"10/13/2015","11/05/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1902 AVENUE M, BROOKLYN, NY, 11230",2015-11-05,"2015"
"1185","ABC DELI CORP","Yes","Yes","Cigarettes in a package","Newport",NA,"10/08/2015","11/05/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","384 BEDFORD PARK BOULEVARD, BRONX, NY, 10458",2015-11-05,"2015"
"1186","AK GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/25/2015","11/05/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","5901 18TH AVENUE, BROOKLYN, NY, 11204",2015-11-05,"2015"
"1187","TE AMO GROCERY / PARADISE DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"10/14/2015","11/05/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","203 EAST 198 STREET, BRONX, NY, 10458",2015-11-05,"2015"
"1188","BP TO GO","Yes","Yes","Cigarettes in a package","Marlboro",NA,"10/25/2015","11/05/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","4068 THIRD AVENUE, BRONX, NY, 10457",2015-11-05,"2015"
"1189","LISBETH MINI MARKET FOOD CENTER","Yes","Yes","Cigarettes in a package","Newport",NA,"10/10/2015","11/05/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1702 WATSON AVE, BRONX, NY, 10472",2015-11-05,"2015"
"1190","LA FUENTE DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/12/2015","11/05/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","9818 NORTHERN BOULEVARD, CORONA, NY, 11368",2015-11-05,"2015"
"1191","F &Y DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/16/2015","11/05/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1213 PUGSLEY AVENUE, BRONX, NY, 10472",2015-11-05,"2015"
"1192","1158 GROCERY & DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"10/16/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1158 SAINT LAWRENCE AVENUE, BRONX, NY, 10472",2015-10-29,"2015"
"1193","ARAUJO DELI-GROCERY #2","Yes","Yes","Cigarettes in a package","Newport",NA,"10/07/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1480 WESTCHESTER AVENUE, BRONX, NY, 10472",2015-10-29,"2015"
"1194","2374 KING DELI & GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"10/14/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2374 JEROME AVENUE, BRONX, NY, 10468",2015-10-29,"2015"
"1195","BARCELONA DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"10/07/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","1601 WESTCHESTER AVENUE, BRONX, NY, 10472",2015-10-29,"2015"
"1196","CANDY & GROCERY STORE, INC.","Yes","Yes","Cigarettes in a package","Newport",NA,"10/15/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","3918 103RD STREET, CORONA, NY, 11368",2015-10-29,"2015"
"1197","COZY CORNER","Yes","Yes","Cigarettes in a package","Newport",NA,"09/08/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1161 2ND AVENUE, NEW YORK, NY, 10065",2015-10-29,"2015"
"1198","LA FAMOSA H&G GROCERY CORP.","Yes","Yes","Cigarettes in a package","Newport",NA,"10/17/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1064 BROADWAY, BROOKLYN, NY, 11221",2015-10-29,"2015"
"1199","DIAZ SUPER DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/16/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1077 WHITE PLAINS ROAD, BRONX, NY, 10472",2015-10-29,"2015"
"1200","EBC DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/17/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1117 BROADWAY, BROOKLYN, NY, 11221",2015-10-29,"2015"
"1201","LUCKY STAR DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"10/16/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1201 WHITE PLAINS ROAD, BRONX, NY, 10472",2015-10-29,"2015"
"1202","FAMILY DOLLAR","Yes","Yes","Cigarettes in a package","Marlboro",NA,"10/17/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1227 WEBSTER AVENUE, BRONX, NY, 10456",2015-10-29,"2015"
"1203","SIDE LINE GOURMET","Yes","Yes","Cigarettes in a package","Newport",NA,"10/17/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","255 EAST TREMONT AVENUE, BRONX, NY, 10457",2015-10-29,"2015"
"1204","HERNANDEZ GROCERY II","Yes","Yes","Cigarettes in a package","Newport",NA,"10/14/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2890 JEROME AVE, BRONX, NY, 10468",2015-10-29,"2015"
"1205","MOBIL MART","Yes","Yes","Cigarettes in a package","Marlboro",NA,"10/19/2015","10/29/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1106 METCALF AVENUE, BRONX, NY, 10472",2015-10-29,"2015"
