Compliance Check Inspections of Tobacco Product Retailers Through 6/30/22 - Search Results

You searched for:
State is NY
Decision Date: 01/01/2000 through 07/01/2022 
Minor Involved: Yes
Sale to Minor: Yes

Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Flavor,Inspection Date,Decision Date,Inspection Result,Link,Charges
"JASPER JUNCTION MINI MART","3857 STATE ROUTE 417","JASPER","NY",14855,Yes,Yes,Cigarettes in a package,Marlboro,,09/20/2015,10/01/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"MOBIL MART","113 21 ROCKAWAY BOULEVARD","SOUTH OZONE PARK","NY",11420,Yes,Yes,Cigarettes in a package,Newport,,09/25/2015,10/01/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"OK PETROLEUM","767 WANTAGH AVENUE","WANTAGH","NY",11793,Yes,Yes,Cigarettes in a package,Newport,,09/26/2015,10/01/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"SUNOCO A-PLUS","3550 MOUNTT READ BOULEVARD","ROCHESTER","NY",14616,Yes,Yes,Cigarettes in a package,Newport,,09/23/2015,10/01/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SUNOCO","1435 NORTH GOODMAN STREET","ROCHESTER","NY",14609,Yes,Yes,Cigarettes in a package,Newport,,09/22/2015,10/01/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"TOPS","3507 MOUNT READ BOULEVARD","GREECE","NY",14616,Yes,Yes,Cigarettes in a package,Newport,,09/24/2015,10/01/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"RITE AID #03883","5102 13TH AVENUE","BROOKLYN","NY",11219,Yes,Yes,Cigarettes in a package,Newport,,09/17/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"RITE AID #10752","250 STATE ROUTE 104","OSWEGO","NY",13126,Yes,Yes,Cigarettes in a package,Marlboro,,09/12/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"RITE AID","689 RIDGE RD E","ROCHESTER","NY",14621,Yes,Yes,Cigarettes in a package,Newport,,09/15/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"ASTOR DELI & GROCERY","740 ASTOR AVENUE","BRONX","NY",10467,Yes,Yes,Single cigarette,N/A,,09/13/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"BEN MINI MART","21836 HEMPSTEAD AVENUE","QUEENS VILLAGE","NY",11429,Yes,Yes,Single cigarette,N/A,,09/15/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"BIG RICK'S ONE STOP","327 LAKE SHORE DRIVE EAST","DUNKIRK","NY",14048,Yes,Yes,Smokeless tobacco,Skoal,,09/07/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"BP SHOP","1128 EASR GUN HILL ROAD","BRONX","NY",10469,Yes,Yes,Cigarettes in a package,Newport,,09/12/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"BP","13011 NORTH CONDUIT AVENUE","SOUTH OZONE PARK","NY",11420,Yes,Yes,Cigarettes in a package,Newport,,09/19/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"FRIENDLY CARDS & GIFTS","1906 WANTAGH AVE","WANTAGH","NY",11793,Yes,Yes,Cigarettes in a package,Newport,,09/14/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"CARMEN'S RIVER DELICATESSEN","450 MAIN STREET","YAPHANK","NY",11980,Yes,Yes,Cigarettes in a package,Marlboro,,09/12/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"GOOD GUYS CONVENIENCE/SHELL","6054 NY-22","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Other,,09/11/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"YALIN FOOD CORP.","188-19 JAMAICA AVENUE","HOLLIS","NY",11423,Yes,Yes,Cigarettes in a package,Newport,,09/13/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"KOPKO CORP.","4602 NEW UTRECHT AVE","BROOKLYN","NY",11219,Yes,Yes,Cigarettes in a package,Newport,,09/15/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"THE STATION COUNTRY STORE","11821 WOODHULL RD","FORESTPORT","NY",13338,Yes,Yes,Cigarettes in a package,Marlboro,,09/13/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"CROSBY MART/SUNOCO","44 EAST MAIN STREET","FREDONIA","NY",14063,Yes,Yes,Cigarettes in a package,Newport,,08/27/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"HARMONY DELI GROCERY","665 MAGENTA STREET","BRONX","NY",10467,Yes,Yes,Single cigarette,N/A,,09/13/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"KINGSBRIDGE DELI","69 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,Yes,Yes,Cigarettes in a package,Newport,,09/19/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"PROGRESO LATINO DELI & GROCERY","4503 FORT HAMILTON PARKWAY","BROOKLYN","NY",11219,Yes,Yes,Cigarettes in a package,Newport,,09/14/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"H & A WASHINGTON DELI GROCERY","2351 WASHINGTON AVENUE","BRONX","NY",10458,Yes,Yes,Single cigarette,N/A,,09/14/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"FORDHAM EXPRESS DELI","11 WEST FORDHAM ROAD","BRONX","NY",10468,Yes,Yes,Cigarettes in a package,Newport,,09/17/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"WEINSTEIN DELI GROCERY","4510 FORT HAMILTON P","BROOKLYN","NY",11219,Yes,Yes,Cigarettes in a package,Newport,,09/14/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"QUICK STOP DELI & GRILL","19020 HILLSIDE AVENUE","HOLLIS","NY",11423,Yes,Yes,Cigarettes in a package,Newport,,09/13/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"FAMILY DELI & GRILL","19837 JAMAICA AVENUE","HOLLIS","NY",11423,Yes,Yes,Cigarettes in a package,Newport,,09/13/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"T&A DELI GROCERY","261 W KINGSBRIDGE ROAD","BRONX","NY",10463,Yes,Yes,Cigarettes in a package,Marlboro,,09/16/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"NEW MIDFIELD DELI","6378 AMBOY RD","STATEN ISLAND","NY",10309,Yes,Yes,Cigarettes in a package,Newport,,09/15/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"G & S DELI & GROCERY","4136 JUNCTION BLVD","CORONA","NY",11368,Yes,Yes,Cigarettes in a package,Marlboro,,09/16/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"UNIQUE DOLLAR STORE","3480 E TREMONT AVE","BRONX","NY",10465,Yes,Yes,Cigarettes in a package,Marlboro,,09/18/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"FAMILY DOLLAR","338 WARING ROAD","ROCHESTER","NY",14609,Yes,Yes,Cigarettes in a package,Newport,,09/16/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"MARBLE HILL GARDEN OF EATIN","5189 BROADWAY","BRONX","NY",10463,Yes,Yes,Cigarettes in a package,Marlboro,,09/16/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"TOBACCO EXPRESS","9521 AIRPORT PLZ","DANSVILLE","NY",14437,Yes,Yes,Cigarettes in a package,Marlboro,,09/12/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SHOKAIS GROCERY STORE","2466 JEROME AVENUE","BRONX","NY",10468,Yes,Yes,Cigarettes in a package,Newport,,09/17/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"NASH II","2690 UNIVERSITY AVENUE","BRONX","NY",10468,Yes,Yes,Cigarettes in a package,Newport,,09/19/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"MAALI'S MARKET","920 GLIDE STREET","ROCHESTER","NY",14606,Yes,Yes,Cigarettes in a package,Newport,,09/21/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"NEW VILLAGE MART","19 CLARA BARTON STREET","DANSVILLE","NY",14437,Yes,Yes,Cigarettes in a package,Marlboro,,09/12/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"ONE STOP STORE","2955 DEWEY AVE","ROCHESTER","NY",14616,Yes,Yes,Cigarettes in a package,Newport,,09/17/2015,09/24/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"DANSVILLE VILLAGE MART","100 CLARA BARTON STREET","DANSVILLE","NY",14437,Yes,Yes,Smokeless tobacco,Grizzly,,See Complaint,09/23/2015,Civil Money Penalty Archived,=HYPERLINK("http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM503237.pdf"),See Complaint
"BUEN GUSTO SUPERMARKET","141-16 ROCKAWAY BOULEVARD","SOUTH OZONE PARK","NY",11436,Yes,Yes,Cigarettes in a package,Marlboro,,See Complaint,09/22/2015,Civil Money Penalty Archived,=HYPERLINK("http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM502886.pdf"),See Complaint
"SUNOCO","325 ROUTE 146","CLIFTON PARK","NY",12065,Yes,Yes,Cigarettes in a package,Marlboro,,See Complaint,09/21/2015,Civil Money Penalty Archived,=HYPERLINK("http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM503266.pdf"),See Complaint
"132 DELI & GROCERY","2240 7TH AVENUE","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/11/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"3773 CARIBBEAN DELI GROCERY CORP","3773 WHITE PLAINS ROAD","BRONX","NY",10467,Yes,Yes,Cigarettes in a package,Newport,,09/04/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"450 NEWSTAND","450 WEST 33RD STREET","NEW YORK","NY",10001,Yes,Yes,Cigarettes in a package,Other,,09/07/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"ALPALPINE 53RD STREET GROCERY STORE","5301 FORT HAMILTON PARKWAY","BROOKLYN","NY",11219,Yes,Yes,Cigarettes in a package,Newport,,09/05/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"60TH STREET CONVENIENCE INC","6001 FORT HAMILTON PARKWAY","BROOKLYN","NY",11219,Yes,Yes,Cigarettes in a package,Newport,,09/05/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"732 COURTLANDT FOOD CORP","732 COURTLANDT AVENUE","BRONX","NY",10451,Yes,Yes,Single cigarette,N/A,,08/29/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"ALEX MINI MARKET","2865 WHITE PLAINS ROAD","BRONX","NY",10467,Yes,Yes,Single cigarette,N/A,,09/03/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"AM & PM GROCERY INC.","6223 FORT HAMILTON PARKWAY","BROOKLYN","NY",11219,Yes,Yes,Cigarettes in a package,Newport,,09/04/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"BAY PARKWAY DELI & GROCERY","8508 BAY PARKWAY","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/29/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"BROADWAY CANDY","249 WEST 231 STREET","BRONX","NY",10463,Yes,Yes,Cigarettes in a package,Newport,,09/04/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"BYRD'S COUNTRY STORE","3953 NY ROUTE 22","WILLSBORO","NY",12996,Yes,Yes,Cigarettes in a package,Other,,09/11/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"NEIGHBORHOOD CANDY & GROCERY","10 WEST GUN HILL ROAD","BRONX","NY",10467,Yes,Yes,Cigarettes in a package,Newport,,09/03/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"MID CITY MARKET","45 KENSINGTON AVENUE","BUFFALO","NY",14214,Yes,Yes,Cigarettes in a package,Newport,,09/05/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"DAVIS STREET MARKET","104 DAVIS ST","SYRACUSE","NY",13204,Yes,Yes,Cigarettes in a package,Newport,,09/01/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"HIZAM FAMILY DELI","615 COURTLANDT AVENUE","BRONX","NY",10451,Yes,Yes,Single cigarette,N/A,,08/29/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"LEMPA DELI INC.","140 CARLETON AVE","CENTRAL ISLIP","NY",11722,Yes,Yes,Cigarettes in a package,Marlboro,,09/12/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"QUICK STOP DELI GROCERY","596 JACOB STREET","TROY","NY",12180,Yes,Yes,Cigarettes in a package,Newport,,08/24/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"HADWAN GOURMET DELI","2445 FREDERICK DOUGLASS BLVD.","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/31/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"SANDY GOURMET DELI","900 E. GUN HILL ROAD","BRONX","NY",10469,Yes,Yes,Cigarettes in a package,Newport,,09/12/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"STAR DELI & GROCERY","901 EAST 217TH STREET","BRONX","NY",10469,Yes,Yes,Cigarettes in a package,Newport,,09/11/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"S-A-S GROCERY & DELI","775 SPENCERPORT ROAD","ROCHESTER","NY",14606,Yes,Yes,Cigarettes in a package,Newport,,09/05/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"LUCKY DELI & GROCERY","7815 17TH AVE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,09/01/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"MOBIL/GROCERY & DELI","495 RUGAR STREET","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Other,,09/08/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SUPERSTAR DELI","2801 WHITE PLAINS ROAD","BRONX","NY",10467,Yes,Yes,Single cigarette,N/A,,09/03/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"SAEED'S DRIVE-IN","129 CURLEW STREET","ROCHESTER","NY",14613,Yes,Yes,Cigarettes in a package,Newport,,09/05/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"DUANE READE","1149 MERRICK AVENUE","NORTH MERRICK","NY",11566,Yes,Yes,Cigarettes in a package,Newport,,09/03/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"KWIK FARMS","69 S PASCACK RD.","NANUET","NY",10954,Yes,Yes,Cigarettes in a package,Newport,,08/31/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"LAKESHORE GROCERY","1544 OTISCO VALLEY ROAD","MARIETTA","NY",13110,Yes,Yes,Smokeless tobacco,Grizzly,,08/25/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"A. MAROUN","22 MAIN STREET","TUPPER LAKE","NY",12986,Yes,Yes,Cigarettes in a package,Other,,09/08/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"MIRABITO","2501 ERIE BOULEVARD","SYRACUSE","NY",13224,Yes,Yes,Cigarettes in a package,Newport,,09/09/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"MOBIL","821 STATE ROUTE 3","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Other,,09/08/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"MOBIL/ SNACK SHOP","1589 MERRICK ROAD","MERRICK","NY",11566,Yes,Yes,Cigarettes in a package,Newport,,08/31/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"MOBIL","185 WEST MERRICK ROAD","MERRICK","NY",11566,Yes,Yes,Cigarettes in a package,Newport,,08/31/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"XTRAMART / SUNOCO","804 SARATOGA RD","BURNT HILLS","NY",12027,Yes,Yes,Cigarettes in a package,Newport,,09/06/2015,09/17/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"HORNELL HOOKAH AND SMOKE SHOP","976 STATE ROUTE 36","HORNELL","NY",14843,Yes,Yes,Cigarettes in a package,Marlboro,,See Complaint,09/16/2015,Civil Money Penalty Archived,=HYPERLINK("http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM503235.pdf"),See Complaint
"ONE STOP DELI AND GROCERY","131-21 SPRINGFIELD BOULEVARD","SPRINGFIELD GARDENS","NY",11413,Yes,Yes,Cigarettes in a package,Newport,,See Complaint,09/15/2015,Civil Money Penalty Archived,=HYPERLINK("http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM502890.pdf"),See Complaint
"FRECHETTE'S GROCERY","266 MARGARET STREET","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Other,,See Complaint,09/15/2015,Civil Money Penalty Archived,=HYPERLINK("http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM502887.pdf"),See Complaint
"SHERMAN COUNTRY GENERAL","177 W MAIN ST","SHERMAN","NY",14781,Yes,Yes,Cigarettes in a package,Newport,,08/23/2015,09/14/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"CUMBERLAND FARMS #1609","42 EAST MAIN STREET","CAMBRIDGE","NY",12816,Yes,Yes,Cigarettes in a package,Marlboro,,09/02/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"WAL-MART SUPERCENTER # 2234","5815 ROME TABERG RD","ROME","NY",13440,Yes,Yes,Cigarettes in a package,Marlboro,,08/30/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"7-ELEVEN","1800 MERRICK AVENUE","MERRICK","NY",11566,Yes,Yes,Cigarettes in a package,Newport,,09/03/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"7-ELEVEN","5100 GENESEE STREET","BUFFALO","NY",14225,Yes,Yes,Cigarettes in a package,Newport,,08/31/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"7-ELEVEN","6-10 GARTH ROAD","SCARSDALE","NY",10583,Yes,Yes,Cigarettes in a package,Newport,,08/28/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"AROUND THE CLOCK CONVENIENCE STORE","8601 18TH AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/28/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"SUNOCO / J.B. & E. AUTO SERVICE","50 LINCOLN AVE","PELHAM","NY",10803,Yes,Yes,Cigarettes in a package,Newport,,08/28/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"SUNSET BAY DELI","1014 NEWTON STREET","IRVING","NY",14081,Yes,Yes,Cigarettes in a package,Newport,,08/30/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"BAY GROCERY & CANDY","8511 BAY PARKWAY","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"GROCERIES BARGAIN INN","135 LAKE AVENUE","YONKERS","NY",10703,Yes,Yes,Cigarettes in a package,Newport,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"BAYCHESTER PETROLEUM LLC","3804 BOSTON RD","BRONX","NY",10475,Yes,Yes,Cigarettes in a package,Marlboro,,08/27/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"THE BEER STORE OF LONG ISLAND","1426 MONTAUK HIGHWAY","MASTIC","NY",11950,Yes,Yes,Cigarettes in a package,Marlboro,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"PARTY BEVERAGES","71 N PLANK RD","NEWBURGH","NY",12550,Yes,Yes,Cigarettes in a package,Marlboro,,09/01/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"COLUMBUS DELI & GROCERY","8523 18TH AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/28/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"JAMIESON CORNERS CONVENIENCE","2047 CITY ROUTE 17","WILLIAMSTOWN","NY",13493,Yes,Yes,Cigarettes in a package,Marlboro,,08/30/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SWEET CORNER DELI MARKET & PIZZA","299 EAST 158TH STREET","BRONX","NY",10451,Yes,Yes,Cigarettes in a package,Newport,,09/01/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"OLOMPIA GROCERY & DELI","95 CONGRESS STREET","TROY","NY",12180,Yes,Yes,Cigarettes in a package,Newport,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"LENOX DELI & GROCERY","370 MALCOLM X BOULEVARD","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/27/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"ELEGANTE DELI & GROCERY","694 COURTLANDT AVENUE","BRONX","NY",10451,Yes,Yes,Cigarettes in a package,Newport,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"ULERIO DELI GROCERY","1001 MACE AVENUE","BRONX","NY",10469,Yes,Yes,Cigarettes in a package,Newport,,08/31/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SARH DELI GROCERY","201 WEST 131ST STREET","NEW YORK","NY",10027,Yes,Yes,Single cigarette,N/A,,08/31/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"SMITH STREET DELICATESSEN","241 SMITH STREET","MERRICK","NY",11566,Yes,Yes,Cigarettes in a package,Newport,,09/01/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"NICE N EASY GROCERY SHOPPE","8709 ROUTE 26 TURIN ROAD","ROME","NY",13440,Yes,Yes,Cigarettes in a package,Marlboro,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"EK EXPRESS WAY NY INC.","7514 18TH AVE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/25/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"EMERSON MARKET","510 DEWEY AVENUE","ROCHESTER","NY",14613,Yes,Yes,Cigarettes in a package,Newport,,09/02/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"KWIK FILL M0075","2440 W RIDGE RD","ROCHESTER","NY",14626,Yes,Yes,Cigarettes in a package,Newport,,06/03/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"FOOD MART/MOBIL","504 NEW ROCHELLE ROAD","BRONXVILLE","NY",10708,Yes,Yes,Cigarettes in a package,Marlboro,,06/30/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"GOLD STAR MINI MART","309 HUDSON STREET","BUFFALO","NY",14201,Yes,Yes,Cigarettes in a package,Newport,,08/28/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"HESS","459 SPENCERPORT ROAD","GATES","NY",14606,Yes,Yes,Cigarettes in a package,Newport,,09/04/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"LAVIGNE'S IGA","6081 STATE ROUTE 11","CHATEAUGAY","NY",12920,Yes,Yes,Cigarettes in a package,Marlboro,,08/28/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"KEEN'S","7245 STATE FAIR BOULEVARD","SYRACUSE","NY",13209,Yes,Yes,Smokeless tobacco,Copenhagen,,09/01/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"MOBIL MART","826 POST ROAD","SCARSDALE","NY",10583,Yes,Yes,Cigarettes in a package,Newport,,08/28/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
