field_1,retailer_name,minor_involved,sale_to_minor,product_type,brand,flavor,inspection_date,decision_date,inspection_result,link,charges,address,lon,lat,newdate
"1117",VICTORY BAGELS DELI AND GROCERY,Yes,true,Cigarettes in a package,Newport,NA,Not yet available,05/27/2016,Civil Money Penalty not available,NA,Not yet available,"1888 VICTORY BOULEVARD, STATEN ISLAND, NY, 10314",,,2016/05/27
"1138",4 WAY DELI,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,01/12/2016,Civil Money Penalty Archived,"=HYPERLINK(""http://wayback.archive-it.org/8445/20181029160555/https://www.fda.gov/downloads/tobaccoproducts/guidancecomplianceregulatoryinformation/ucm555471.pdf"")",See Complaint,"199 PORT RICHMOND AVENUE, STATEN ISLAND, NY, 10302",,,2016/01/12
"1139",WELCOME DELI GROCERY CORP.,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,01/11/2016,Civil Money Penalty Archived,"=HYPERLINK(""http://wayback.archive-it.org/8445/20181029160555/https://www.fda.gov/downloads/tobaccoproducts/guidancecomplianceregulatoryinformation/ucm555470.pdf"")",See Complaint,"1616 CASTLETON AVENUE, STATEN ISLAND, NY, 10302",,,2016/01/11
"1161",360 VELOZ DELI GROCERY,Yes,true,Cigarette tobacco,Other,NA,11/08/2015,11/19/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"360 TARGEE ST, STATEN ISLAND, NY, 10304",,,2015/11/19
"1162",5 - ELEVEN .,Yes,true,Cigarette tobacco,Other,NA,11/07/2015,11/19/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"220 PORT RICHMOND AV, STATEN ISLAND, NY, 10302",,,2015/11/19
"1173",EDEN DELI & BAGELS,Yes,true,Cigarette tobacco,Other,NA,11/07/2015,11/12/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"2894 RICHMOND TERRACE, STATEN ISLAND, NY, 10303",,,2015/11/12
"1393",COLD CUTS & SANDWICHES,Yes,true,Cigarettes in a package,Newport,NA,06/29/2015,07/30/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"959 JEWETT AVENUE, STATEN ISLAND, NY, 10314",,,2015/07/30
"1406",VICTORY BAGELS DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,06/21/2015,07/23/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"1888 VICTORY BLVD, STATEN ISLAND, NY, 10314",,,2015/07/23
"1417",SUNOCO/A PLUS,Yes,true,Cigarettes in a package,Newport,NA,06/25/2015,07/23/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"700 SOUTH AVE., STATEN ISLAND, NY, 10303",,,2015/07/23
"1419",7-ELEVEN 11459G,Yes,true,Cigarettes in a package,Newport,NA,06/18/2015,07/16/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2084 VICTORY BLVD, STATEN ISLAND, NY, 10314",,,2015/07/16
"1425",WILLOWBROOK DELI,Yes,true,Cigarettes in a package,Newport,NA,06/21/2015,07/16/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2520 VICTORY BLVD, STATEN ISLAND, NY, 10314",,,2015/07/16
"1437",AROUND THE CLOCK DELI,Yes,true,Cigarettes in a package,Newport,NA,05/28/2015,07/02/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"1414 CASTLETON AVENUE, STATEN ISLAND, NY, 10302",,,2015/07/02
"1440",LAFAYETTE FOOD CENTER INC.,Yes,true,Cigarettes in a package,Newport,NA,05/30/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","71 LAFAYETTE AVE, STATEN ISLAND, NY, 10301",,,2015/07/02
"1441",CHARMAR SUPERETTE,Yes,true,Cigarettes in a package,Newport,NA,05/30/2015,07/02/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"85 STUYVESANT PLACE, STATEN ISLAND, NY, 10301",,,2015/07/02
"1445",RAMI'S DELI CORP.,Yes,true,Cigarettes in a package,Newport,NA,05/28/2015,07/02/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"454 CASTLETON AVE, STATEN ISLAND, NY, 10301",,,2015/07/02
"1446",WELCOME DELI GROCERY CORP.,Yes,true,Cigarettes in a package,Newport,NA,05/28/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1616 CASTLETON AVENUE, STATEN ISLAND, NY, 10302",,,2015/07/02
"1447",ISLAND DELI & GROCERIES,Yes,true,Cigarettes in a package,Newport,NA,06/01/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2031 FOREST AVENUE, STATEN ISLAND, NY, 10303",,,2015/07/02
"1448",STUYVESANT PLACE DELI AND GROCERY,Yes,true,Cigarettes in a package,Newport,NA,05/30/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","105 STUYVESANT PLACE, STATEN ISLAND, NY, 10301",,,2015/07/02
"1454",ST. GEORGE PHARMACY INC,Yes,true,Cigarettes in a package,Newport,NA,05/30/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","99 STUYVESANT PL, STATEN ISLAND, NY, 10301",,,2015/07/02
"1459",4 WAY DELI CORP.,Yes,true,Cigarettes in a package,Newport,NA,05/24/2015,06/25/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","199 PORT RICHMOND AV, STATEN ISLAND, NY, 10302",,,2015/06/25
"1460",FOREST SUPERETTE BAGELS,Yes,true,Cigarettes in a package,Newport,NA,05/23/2015,06/25/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"350 FOREST AVENUE, STATEN ISLAND, NY, 10301",,,2015/06/25
"1464",JHONNY FOOD DELI,Yes,true,Cigarettes in a package,Newport,NA,05/23/2015,06/25/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","418 JERSEY STREET, STATEN ISLAND, NY, 10301",,,2015/06/25
"1465",GRAB N GO! MINI MART,Yes,true,Cigarettes in a package,Newport,NA,05/11/2015,06/25/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","535 VANDERBILT AVENUE, STATEN ISLAND, NY, 10304",,,2015/06/25
"1466",THE TOWN GROCERY INC,Yes,true,Cigarettes in a package,Newport,NA,05/11/2015,06/25/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"791 VAN DUZER ST, STATEN ISLAND, NY, 10304",,,2015/06/25
"1468",MEXICO AZTECA GROCERY & DELI,Yes,true,Cigarettes in a package,Newport,NA,05/10/2015,06/18/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"33 BROAD STREET, STATEN ISLAND, NY, 10304",,,2015/06/18
"1473",TOP 7 DELI & GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,05/10/2015,06/11/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","514 TARGEE STREET, STATEN ISLAND, NY, 10304",,,2015/06/11
"390",CITGO / BIG E'S DELI,Yes,true,ENDS / E-liquid,Vuse,Rich Tobacco,06/27/2021,07/13/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"180 WEST SERVICE ROAD, STATEN ISLAND, NY, 10314",,,2021/07/13
"431",R AND H CANDY AND TOBACCO,Yes,true,Cigar(s),Black & Mild,NA,12/15/2019,01/16/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","77 RICHMOND HILL RD STE A, STATEN ISLAND, NY, 10314",,,2020/01/16
"1142",VICTORY MART DELI & GROCERY,Yes,true,Cigarette tobacco,Other,NA,12/06/2015,12/17/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"3785 VICTORY BOULEVARD, STATEN ISLAND, NY, 10314",,,2015/12/17
"19",947 DELI-GROCERY CORP,Yes,true,Cigar(s),Black & Mild,NA,05/05/2022,06/16/2022,Warning Letter Issued,NA,Charges not yet available,"941 EAST 163RD STREET, BRONX, NY, 10459",,,2022/06/16
"68",LA REINA DE WESTCHESTER DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,03/23/2022,05/03/2022,Warning Letter Issued,NA,Charges not yet available,"1218 WESTCHESTER AVENUE, BRONX, NY, 10459",,,2022/05/03
"75",CHANNEL'S DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,03/18/2022,04/28/2022,Warning Letter Issued,NA,Charges not yet available,"910 PROSPECT AVENUE A, BRONX, NY, 10459",,,2022/04/28
"170",ST. JOHN MARKET INC.,Yes,true,Cigar(s),Other,Sweet Aromatic,01/07/2022,02/22/2022,Warning Letter Issued,NA,Charges not yet available,"639 SOUTHERN BOULEVARD, BRONX, NY, 10455",,,2022/02/22
"192",NEW BM DELI GROCERY,Yes,true,Cigar(s),Other,NA,01/07/2022,02/08/2022,Warning Letter Issued,NA,Charges not yet available,"978 LONGWOOD AVENUE, BRONX, NY, 10459",,,2022/02/08
"193",DAY AND NIGHT DELI AND GROCERY,Yes,true,Cigar(s),Other,NA,01/07/2022,02/08/2022,Warning Letter Issued,NA,Charges not yet available,"1017 LEGGETT AVENUE, BRONX, NY, 10455",,,2022/02/08
"194",FRIENDS DELI AND GRILL,Yes,true,Cigar(s),Other,NA,01/07/2022,02/08/2022,Warning Letter Issued,NA,Charges not yet available,"585 SOUTHERN BOULEVARD, BRONX, NY, 10455",,,2022/02/08
"232",AMAA DELI GROCERY,Yes,true,Cigar(s),Other,Russian Cream,11/30/2021,01/06/2022,Warning Letter Issued,NA,Charges not yet available,"1591 WATSON AVENUE, BRONX, NY, 10472",,,2022/01/06
"234",LOS BANCOS DELI GROCERY,Yes,true,Cigar(s),Other,NA,11/30/2021,01/06/2022,Warning Letter Issued,NA,Charges not yet available,"831 DAWSON STREET, BRONX, NY, 10459",,,2022/01/06
"382",HUNT'S POINT FINEST DELI,Yes,true,Cigar(s),Other,Honey Bourbon,07/08/2021,08/05/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1101 GARRISON AVE, BRONX, NY, 10474",,,2021/08/05
"384",NEW LELAND DELI GROCERY,Yes,true,Cigar(s),Other,NA,07/08/2021,08/03/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","855 PROSPECT AVENUE, BRONX, NY, 10459",,,2021/08/03
"414",RAED DELI / SAMMY'S DELI & GRILL,Yes,true,Cigar(s),Game,NA,02/23/2020,03/05/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1126 WESTCHESTER AVE, BRONX, NY, 10459",,,2020/03/05
"460",NEW BM DELI GROCERY,Yes,true,Cigar(s),Other,NA,10/27/2019,11/21/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","978 LONGWOOD AVE, BRONX, NY, 10459",,,2019/11/21
"461",DAY AND NIGHT DELI AND GROCERY,Yes,true,Cigar(s),Other,NA,10/27/2019,11/21/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1017 LEGGETT AVENUE, BRONX, NY, 10455",,,2019/11/21
"462",N.Y. GRILL AND DELI,Yes,true,Cigar(s),Other,NA,10/23/2019,11/21/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","639 SOUTHERN BOULEVARD, BRONX, NY, 10455",,,2019/11/21
"464",FRIENDS DELI & GRILL,Yes,true,Cigar(s),Other,NA,10/27/2019,11/21/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","585 SOUTHERN BLVD, BRONX, NY, 10455",,,2019/11/21
"587",CRYSTAL JAIDA GROCERY,Yes,true,Cigar(s),Other,NA,11/10/2018,01/17/2019,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"1090 LONGFELLOW AVE, BRONX, NY, 10459",,,2019/01/17
"600",WEST FARM DELI GROCERY AND FRUIT MARKET,Yes,true,Cigar(s),Phillies,NA,See Complaint,11/15/2018,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2018-H-4342"")",See Complaint,"1001 EAST 167TH STREET, BRONX, NY, 10459",,,2018/11/15
"608",AICHA GROCERY STORE,Yes,true,Cigar(s),Other,NA,09/12/2018,11/08/2018,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"1335 PROSPECT AVENUE, BRONX, NY, 10459",,,2018/11/08
"688",GARRISON DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,05/24/2018,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2018-H-1998"")",See Complaint,"1150 GARRISON AVENUE, BRONX, NY, 10474",,,2018/05/24
"757",ELVA DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,09/27/2017,10/05/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","751 HOME STRET, BRONX, NY, 10456",,,2017/10/05
"858",AYDRIAN DELI GROCERY,Yes,true,Cigar(s),White Owl,NA,See Complaint,07/21/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-4356"")",See Complaint,"1236 INTERVALE AVENUE, BRONX, NY, 10459",,,2017/07/21
"871",NEYMAR CANDY & GROCERY,Yes,true,Cigar(s),Black & Mild,NA,06/04/2017,06/29/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1175 VYSE AVEENUE, FRONT 2, BRONX, NY, 10459",,,2017/06/29
"872",V & V DELI,Yes,true,Cigar(s),Black & Mild,NA,06/07/2017,06/29/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"699 BECK STREET, BRONX, NY, 10455",,,2017/06/29
"874",MIA DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,06/26/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3773"")",See Complaint,"1459 STORY AVENUE, BRONX, NY, 10473",,,2017/06/26
"875",543 DELI,Yes,true,Cigar(s),Black & Mild,NA,06/04/2017,06/22/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","543 SOUTHERN BOULEVARD, BRONX, NY, 10455",,,2017/06/22
"878",CRYSTAL GROCERY FOOD,Yes,true,Cigar(s),Black & Mild,NA,06/04/2017,06/22/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1090 LONGFELLOW AVENUE, BRONX, NY, 10459",,,2017/06/22
"885",WEST FARM DELI GROCERY & FRUIT MARKET,Yes,true,Cigar(s),Black & Mild,NA,05/22/2017,06/15/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1001 EAST 167TH STREET, BRONX, NY, 10459",,,2017/06/15
"903",STOP & GO GOURMET DELI,Yes,true,Cigar(s),Black & Mild,NA,03/06/2017,06/01/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","839 PROSPECT AVENUE, SUITE C, BRONX, NY, 10459",,,2017/06/01
"907",ALNABIL 85 DELI & GROCERY,Yes,true,Cigar(s),Black & Mild,NA,05/12/2017,05/25/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","971 PROSPECT AVENUE, BRONX, NY, 10459",,,2017/05/25
"914",GARRISON DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,05/22/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3038"")",See Complaint,"1150 GARRISON AVENUE, BRONX, NY, 10474",,,2017/05/22
"923",ROXY GROCERY STORE,Yes,true,Cigar(s),Black & Mild,NA,05/08/2017,05/18/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","935 EAST 163RD STREET, BRONX, NY, 10459",,,2017/05/18
"955",TE AMO CONVENIENCE STORE,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,04/20/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-2225"")",See Complaint,"1497 WESTCHESTER AVENUE, BRONX, NY, 10472",,,2017/04/20
"999",DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,03/22/2017,03/30/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1019 SIMPSON ST, BRONX, NY, 10459",,,2017/03/30
"1003",MIA DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,03/12/2017,03/23/2017,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","1459 STORY AVENUE, BRONX, NY, 10473",,,2017/03/23
"1024",MI GENTE GROCERY & FRUITS,Yes,true,Cigar(s),White Owl,NA,02/16/2017,03/02/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"908 EAST 163RD STREET, BRONX, NY, 10459",,,2017/03/02
"1029",AYDRIAN DELI GROCERY,Yes,true,Cigar(s),White Owl,NA,02/04/2017,02/16/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"1236 INTERVALE AVENUE, BRONX, NY, 10459",,,2017/02/16
"1046",LO MAXIMO DELI GROCERY CORP.,Yes,true,Cigarettes in a package,Newport,NA,12/29/2016,01/12/2017,Warning Letter Issued,NA,1140.14(a)(1)-Sale to a minor,"710 BECK STREET, BRONX, NY, 10455",,,2017/01/12
"1048",1150 DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,12/14/2016,12/22/2016,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","1150 GARRISON AVENUE, BRONX, NY, 10474",,,2016/12/22
"1050",1300 CANDY & SNACKS INC.,Yes,true,Single cigarette,N/A,NA,11/28/2016,12/08/2016,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","1300 LAFAYETTE AVE, BRONX, NY, 10474",,,2016/12/08
"1066",WATSON DELI AND GROCERY,Yes,true,Cigarettes in a package,Newport,NA,Not yet available,10/31/2016,Civil Money Penalty not available,NA,Not yet available,"1549 WATSON AVENUE, BRONX, NY, 10472",,,2016/10/31
"1087",TE AMO CONVENIENCE CORP,Yes,true,Cigarettes in a package,Newport,NA,04/06/2016,08/04/2016,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1497 WESTCHESTER AVENUE, BRONX, NY, 10472",,,2016/08/04
"1151",RITE AID #7910,Yes,true,Cigarettes in a package,Marlboro,NA,11/18/2015,12/03/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","925 SOUNDVIEW AVENUE, BRONX, NY, 10473",,,2015/12/03
"1167",WATSON DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,10/10/2015,11/19/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1549 WATSON AVENUE, BRONX, NY, 10472",,,2015/11/19
"1176",CHRISTOPHER MINI MARKET,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,11/12/2015,Civil Money Penalty Archived,"=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM521835.pdf"")",See Complaint,"1539 WATSON AVENUE, BRONX, NY, 10472",,,2015/11/12
"1189",LISBETH MINI MARKET FOOD CENTER,Yes,true,Cigarettes in a package,Newport,NA,10/10/2015,11/05/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"1702 WATSON AVE, BRONX, NY, 10472",,,2015/11/05
"1193",ARAUJO DELI-GROCERY #2,Yes,true,Cigarettes in a package,Newport,NA,10/07/2015,10/29/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1480 WESTCHESTER AVENUE, BRONX, NY, 10472",,,2015/10/29
"1195",BARCELONA DELI GROCERY,Yes,true,Single cigarette,N/A,NA,10/07/2015,10/29/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","1601 WESTCHESTER AVENUE, BRONX, NY, 10472",,,2015/10/29
"1205",MOBIL MART,Yes,true,Cigarettes in a package,Marlboro,NA,10/19/2015,10/29/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1106 METCALF AVENUE, BRONX, NY, 10472",,,2015/10/29
"1215",1614 BROTHER GROCERY,Yes,true,Cigarettes in a package,Newport,NA,10/04/2015,10/08/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1614 WESTCHESTER AVENUE, BRONX, NY, 10472",,,2015/10/08
"1508",CHRISTOPHER MINI MARKET,Yes,true,Cigarettes in a package,Marlboro,NA,03/23/2015,04/30/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"1539 WATSON AVENUE, BRONX, NY, 10472",,,2015/04/30
"1526",ZACK DELI & SNACKS,Yes,true,Cigarettes in a package,Newport,NA,02/28/2015,04/09/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1498 WESTCHESTER AVENUE, BRONX, NY, 10472",,,2015/04/09
"1528",SIX LINE GROCERY,Yes,true,Cigarettes in a package,Newport,NA,02/28/2015,04/09/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1497 WESTCHESTER AVENUE, BRONX, NY, 10472",,,2015/04/09
"81",IBB DELI GROCERY,Yes,true,Cigar(s),Other,Tobacco,See Complaint,04/26/2022,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2022-H-0666"")",See Complaint,"1711 BOONE AVENUE, BRONX, NY, 10460",,,2022/04/26
"85",EAST AVENUE SNACK CITY EXPRESS,Yes,true,Cigar(s),Black & Mild,NA,03/13/2022,04/21/2022,Warning Letter Issued,NA,Charges not yet available,"1444 EAST AVENUE, BRONX, NY, 10462",,,2022/04/21
"190",GREEN STAR DELI GROCERY AND FOOD,Yes,true,Cigar(s),Other,Sweet Aromatic,01/11/2022,02/15/2022,Warning Letter Issued,NA,Charges not yet available,"1639 WESTCHESTER AVENUE, BRONX, NY, 10472",,,2022/02/15
"246",ZIL-ZAL GOURMET DELI,Yes,true,Cigar(s),Other,NA,11/30/2021,01/06/2022,Warning Letter Issued,NA,Charges not yet available,"1516 METROPOLITAN AVENUE, BRONX, NY, 10462",,,2022/01/06
"247",GONZALEZ DISCOUNT,Yes,true,ENDS / E-liquid,Other,Strawberry Wafer Biscuit,11/30/2021,01/06/2022,Warning Letter Issued,NA,Charges not yet available,"62 METROPOLITAN OVAL, BRONX, NY, 10462",,,2022/01/06
"268",120 CIRCLE DELI,Yes,true,Cigar(s),Other,Russian Cream,11/13/2021,12/23/2021,Warning Letter Issued,NA,Charges not yet available,"120 HUGH J GRANT CIRCLE, BRONX, NY, 10472",,,2021/12/23
"383",DELI GROCERY,Yes,true,Cigar(s),Other,NA,07/08/2021,08/05/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1711 BOONE AVENUE, BRONX, NY, 10460",,,2021/08/05
"555",GREEN STAR DELI GROCERY & FOOD,Yes,true,Cigar(s),Other,NA,01/18/2019,03/28/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1639 WESTCHESTER AVE, BRONX, NY, 10472",,,2019/03/28
"627",LUCKY LELAND,Yes,true,Cigar(s),Black & Mild,NA,See Complaint,09/05/2018,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2018-H-3341"")",See Complaint,"1859 ARCHER STREET, BRONX, NY, 10460",,,2018/09/05
"713",LUCKY LELAND,Yes,true,Cigar(s),Black & Mild,NA,11/20/2017,02/22/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1859 ARCHER STREET, BRONX, NY, 10460",,,2018/02/22
"792",ASK DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,09/08/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-5508"")",See Complaint,"1479 BEACH AVENUE, BRONX, NY, 10460",,,2017/09/08
"822",REEMY'S DELI & GRILL,Yes,true,Cigar(s),Other,NA,08/04/2017,08/17/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1524 UNIONPORT ROAD, BRONX, NY, 10462",,,2017/08/17
"897",TWO BROTHERS GOURMET DELI,Yes,true,Single cigarette,N/A,NA,See Complaint,06/05/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3247"")",See Complaint,"912 SOUNDVIEW AVENUE, BRONX, NY, 10473",,,2017/06/05
"909",RANDALL AVE. FOOD CORP.,Yes,true,Cigar(s),Phillies,NA,05/13/2017,05/25/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"1772 RANDALL AVENUE, BRONX, NY, 10473",,,2017/05/25
"912",DISCOUNT MINI MALL,Yes,true,Single cigarette,N/A,NA,04/02/2017,05/25/2017,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","220 SOUNDVIEW AVENUE, BRONX, NY, 10473",,,2017/05/25
"1000",210 SUPER MARKET,Yes,true,Cigar(s),Black & Mild,NA,03/12/2017,03/23/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"210 SOUNDVIEW AVENUE, BRONX, NY, 10473",,,2017/03/23
"1002",DIAZ SUPER DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,11/26/2016,03/23/2017,Warning Letter Issued,NA,1140.14(a)(1)-Sale to a minor,"1077 WHITE PLAINS ROAD, BRONX, NY, 10472",,,2017/03/23
"1009",DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,02/19/2017,03/16/2017,Warning Letter Issued,NA,1140.14(a)(1)-Sale to a minor,"1560 EAST 174TH STREET, BRONX, NY, 10472",,,2017/03/16
